Tipo Auxiliar,Horas,Valor Hora,GENERO,FACULTAD,SEDE,SEMESTRAL,Total
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Investigación,144,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,993600
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,579600
Auxiliares Docencia,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,724500
Auxiliares Docencia,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,724500
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1324800
Auxiliares Administrativos,66,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,455400
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,724500
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,7,724500
Auxiliares Administrativos,200,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,1380000
Auxiliares Investigación,50,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,345000
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Administrativos,120,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,828000
Auxiliares Docencia,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Extensión,184,6900,Mujer,Ingenieria,Armenia,6,1269600
Auxiliares Docencia,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,724500
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,1,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,1324800
Auxiliares Sistemas,84,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,724500
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,7,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Docencia,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,9,724500
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,1324800
Auxiliares Docencia,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Sistemas,78,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,9,538200
Auxiliares Sistemas,185,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,9,1276500
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,724500
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,579600
Auxiliares Administrativos,66,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,455400
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,1324800
Auxiliares Sistemas,80,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,552000
Auxiliares Extensión,35,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,3,241500
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1324800
Auxiliares Sistemas,200,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,9,1380000
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,276000
Auxiliares Extensión,62,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,2,427800
Auxiliares Investigación,31,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,5,213900
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,4,276000
Auxiliares Administrativos,100,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,4,690000
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1324800
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1324800
Auxiliares Investigación,68,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,469200
Auxiliares Investigación,100,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,690000
Auxiliares Investigación,100,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,690000
Auxiliares Investigación,100,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,690000
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Docencia,20,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,138000
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,276000
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,276000
Auxiliares Docencia,40,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,9,276000
Auxiliares Docencia,50,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,9,345000
Auxiliares Administrativos,90,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,4,621000
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1324800
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1380000
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Administrativos,199,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,5,1373100
Auxiliares Administrativos,60,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,414000
Auxiliares Administrativos,100,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,690000
Auxiliares Administrativos,100,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,690000
Auxiliares Administrativos,60,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,414000
Auxiliares Administrativos,80,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,552000
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Docencia,18,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,124200
Auxiliares Sistemas,128,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,883200
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1380000
Auxiliares Investigación,19,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,131100
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,276000
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,276000
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1380000
Auxiliares Sistemas,84,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Extensión,81,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,558900
Auxiliares Investigación,62,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,427800
Auxiliares Extensión,59,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,2,407100
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,579600
Auxiliares Sistemas,182,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1255800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,6,1324800
Auxiliares Docencia,14,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,96600
Auxiliares Docencia,24,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,165600
Auxiliares Docencia,60,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,414000
Auxiliares Sistemas,200,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,3,1380000
Auxiliares Docencia,12,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,5,82800
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,5,165600
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,5,276000
Auxiliares Extensión,63,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,4,434700
Auxiliares Docencia,48,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,331200
Auxiliares Sistemas,84,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,579600
Auxiliares Sistemas,200,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1380000
Auxiliares Sistemas,200,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,1380000
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Sistemas,84,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Sistemas,84,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,1324800
Auxiliares Investigación,154,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1062600
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1380000
Auxiliares Docencia,24,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,165600
Auxiliares Docencia,60,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,414000
Auxiliares Sistemas,84,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,9,579600
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1380000
Auxiliares Sistemas,200,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1380000
Auxiliares Docencia,60,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,414000
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Docencia,24,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,165600
Auxiliares Administrativos,80,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,552000
Auxiliares Administrativos,105,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,724500
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,165600
Auxiliares Docencia,48,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,331200
Auxiliares Sistemas,84,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,579600
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,165600
Auxiliares Investigación,118,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,814200
Auxiliares Investigación,150,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1035000
Auxiliares Investigación,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,276000
Auxiliares Investigación,115,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,793500
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,165600
Auxiliares Docencia,20,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,138000
Auxiliares Docencia,40,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,276000
Auxiliares Docencia,48,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,331200
Auxiliares Investigación,130,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,8,897000
Auxiliares Docencia,17,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,117300
Auxiliares Docencia,24,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,7,165600
Auxiliares Extensión,65,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,3,448500
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,165600
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,165600
Auxiliares Sistemas,192,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1324800
Auxiliares Docencia,48,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,3,331200
Auxiliares Investigación,154,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,9,1062600
Auxiliares Docencia,24,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,8,165600
Auxiliares Docencia,24,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,6,165600
Auxiliares Docencia,60,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,6,414000
Auxiliares Extensión,21,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,3,144900
Auxiliares Docencia,60,6900,Mujer,"Ciencias Economicas, Adtivas y Contables",Armenia,7,414000
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,1324800
Auxiliares Sistemas,192,6900,Hombre,"Ciencias Economicas, Adtivas y Contables",Armenia,5,1324800
Auxiliares Sistemas,84,6900,Mujer,Ciencias de la Salud,Armenia,10,579600
Auxiliares Extensión,56,6900,Mujer,Ciencias de la Salud,Armenia,10,386400
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Administrativos,90,6900,Hombre,Ciencias de la Salud,Armenia,4,621000
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Administrativos,100,6900,Mujer,Ciencias de la Salud,Armenia,10,690000
Auxiliares Administrativos,200,6900,Mujer,Ciencias de la Salud,Armenia,10,1380000
Auxiliares Administrativos,93,6900,Mujer,Ciencias de la Salud,Armenia,10,641700
Auxiliares Administrativos,103,6900,Mujer,Ciencias de la Salud,Armenia,10,710700
Auxiliares Extensión,98,6900,Mujer,Ciencias de la Salud,Armenia,6,676200
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Investigación,95,6900,Hombre,Ciencias de la Salud,Armenia,6,655500
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,10,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Sistemas,192,6900,Hombre,Ciencias de la Salud,Armenia,6,1324800
Auxiliares Docencia,103,6900,Mujer,Ciencias de la Salud,Armenia,6,710700
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,8,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias de la Salud,Armenia,8,1324800
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,1324800
Auxiliares Sistemas,200,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,6,1380000
Auxiliares Administrativos,100,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,2,690000
Auxiliares Administrativos,160,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,1104000
Auxiliares Administrativos,100,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,690000
Auxiliares Administrativos,105,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,2,724500
Auxiliares Extensión,96,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,662400
Auxiliares Extensión,220,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,1518000
Auxiliares Administrativos,157,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,6,1083300
Auxiliares Investigación,101,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,696900
Auxiliares Investigación,110,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,759000
Auxiliares Administrativos,157,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,1083300
Auxiliares Extensión,96,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,4,662400
Auxiliares Extensión,100,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,4,690000
Auxiliares Administrativos,100,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,10,690000
Auxiliares Investigación,110,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,759000
Auxiliares Investigación,110,6900,Hombre,Ciencias Humanas y Bellas Artes,Armenia,8,759000
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,724500
Auxiliares Administrativos,105,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,4,724500
Auxiliares Sistemas,84,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,579600
Auxiliares Sistemas,192,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,1324800
Auxiliares Sistemas,200,6900,Mujer,Ciencias Humanas y Bellas Artes,Armenia,8,1380000
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1324800
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1324800
Auxiliares Docencia,156,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1076400
Auxiliares Docencia,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1324800
Auxiliares Docencia,30,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,207000
Auxiliares Docencia,75,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,517500
Auxiliares Docencia,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,690000
Auxiliares Sistemas,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1324800
Auxiliares Docencia,104,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,717600
Auxiliares Docencia,22,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,3,151800
Auxiliares Docencia,104,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,717600
Auxiliares Docencia,192,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,5,1324800
Auxiliares Docencia,130,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,4,897000
Auxiliares Docencia,130,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,6,897000
Auxiliares Docencia,70,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,483000
Auxiliares Sistemas,84,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,579600
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1324800
Auxiliares Sistemas,200,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1380000
Auxiliares Docencia,145,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1000500
Auxiliares Docencia,135,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,931500
Auxiliares Docencia,50,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,345000
Auxiliares Docencia,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,4,1324800
Auxiliares Docencia,135,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,931500
Auxiliares Docencia,40,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,276000
Auxiliares Docencia,50,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,345000
Auxiliares Investigación,120,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,828000
Auxiliares Investigación,145,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,1000500
Auxiliares Docencia,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1324800
Auxiliares Docencia,36,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,248400
Auxiliares Docencia,75,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,517500
Auxiliares Docencia,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,690000
Auxiliares Docencia,180,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,1242000
Auxiliares Docencia,135,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,931500
Auxiliares Docencia,145,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,10,1000500
Auxiliares Docencia,35,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,241500
Auxiliares Docencia,135,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,931500
Auxiliares Extensión,96,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,10,662400
Auxiliares Administrativos,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,1,690000
Auxiliares Docencia,135,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,1,931500
Auxiliares Sistemas,84,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,5,579600
Auxiliares Docencia,70,6900,Mujer,Ciencias Basicas y Tecnologias,Armenia,2,483000
Auxiliares Sistemas,192,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,1324800
Auxiliares Docencia,186,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,7,1283400
Auxiliares Investigación,120,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,828000
Auxiliares Docencia,145,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,8,1000500
Auxiliares Docencia,37,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,255300
Auxiliares Docencia,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,690000
Auxiliares Docencia,100,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,690000
Auxiliares Docencia,90,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,9,621000
Auxiliares Docencia,33,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,227700
Auxiliares Docencia,111,6900,Hombre,Ciencias Basicas y Tecnologias,Armenia,6,765900
